会社名,路線系統,所属基地,形式,番台,編成名,組成順,略号,車両番号,車両ID,始,終,見出しアイコン,編成アイコン,車体アイコン,pl,pr,bl,bc,br,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,3,M,モハE235-117,e235-383,2019/06/28,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,4,T,サハE235-39,e235-384,2019/06/28,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,5,M',モハE234-116,e235-385,2019/06/28,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,6,M,モハE235-116,e235-386,2019/06/28,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,7,T',サハE234-39,e235-387,2019/06/28,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,8,M',モハE234-115,e235-388,2019/06/28,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,9,M,モハE235-115,e235-389,2019/06/28,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,10,T,サハE235-4643,e231-4643,2019/06/28,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ39,11,Tc,クハE235-39,e235-390,2019/06/28,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,1,Tc',クハE234-40,e235-391,2019/07/19,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,2,M',モハE234-120,e235-392,2019/07/19,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,3,M,モハE235-120,e235-393,2019/07/19,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,4,T,サハE235-40,e235-394,2019/07/19,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,5,M',モハE234-119,e235-395,2019/07/19,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,6,M,モハE235-119,e235-396,2019/07/19,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,7,T',サハE234-40,e235-397,2019/07/19,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,8,M',モハE234-118,e235-398,2019/07/19,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,9,M,モハE235-118,e235-399,2019/07/19,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,10,T,サハE235-4644,e231-4644,2019/07/19,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ40,11,Tc,クハE235-40,e235-400,2019/07/19,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,1,Tc',クハE234-41,e235-401,2019/08/02,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,2,M',モハE234-123,e235-402,2019/08/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,3,M,モハE235-123,e235-403,2019/08/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,4,T,サハE235-41,e235-404,2019/08/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,5,M',モハE234-122,e235-405,2019/08/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,6,M,モハE235-122,e235-406,2019/08/02,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,7,T',サハE234-41,e235-407,2019/08/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,8,M',モハE234-121,e235-408,2019/08/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,9,M,モハE235-121,e235-409,2019/08/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,10,T,サハE235-4645,e231-4645,2019/08/02,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ41,11,Tc,クハE235-41,e235-410,2019/08/02,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,1,Tc',クハE234-42,e235-411,2019/09/02,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,2,M',モハE234-126,e235-412,2019/09/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,3,M,モハE235-126,e235-413,2019/09/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,4,T,サハE235-42,e235-414,2019/09/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,5,M',モハE234-125,e235-415,2019/09/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,6,M,モハE235-125,e235-416,2019/09/02,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,7,T',サハE234-42,e235-417,2019/09/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,8,M',モハE234-124,e235-418,2019/09/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,9,M,モハE235-124,e235-419,2019/09/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,10,T,サハE235-4646,e231-4646,2019/09/02,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ42,11,Tc,クハE235-42,e235-420,2019/09/02,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,1,Tc',クハE234-43,e235-421,2019/09/12,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,2,M',モハE234-129,e235-422,2019/09/12,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,3,M,モハE235-129,e235-423,2019/09/12,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,4,T,サハE235-43,e235-424,2019/09/12,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,5,M',モハE234-128,e235-425,2019/09/12,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,6,M,モハE235-128,e235-426,2019/09/12,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,7,T',サハE234-43,e235-427,2019/09/12,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,8,M',モハE234-127,e235-428,2019/09/12,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,9,M,モハE235-127,e235-429,2019/09/12,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,10,T,サハE235-4647,e231-4647,2019/09/12,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ43,11,Tc,クハE235-43,e235-430,2019/09/12,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,1,Tc',クハE234-44,e235-431,2019/10/02,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,2,M',モハE234-132,e235-432,2019/10/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,3,M,モハE235-132,e235-433,2019/10/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,4,T,サハE235-44,e235-434,2019/10/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,5,M',モハE234-131,e235-435,2019/10/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,6,M,モハE235-131,e235-436,2019/10/02,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,7,T',サハE234-44,e235-437,2019/10/02,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,8,M',モハE234-130,e235-438,2019/10/02,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,9,M,モハE235-130,e235-439,2019/10/02,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,10,T,サハE235-4648,e231-4648,2019/10/02,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ44,11,Tc,クハE235-44,e235-440,2019/10/02,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,1,Tc',クハE234-45,e235-441,2019/10/18,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,2,M',モハE234-135,e235-442,2019/10/18,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,3,M,モハE235-135,e235-443,2019/10/18,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,4,T,サハE235-45,e235-444,2019/10/18,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,5,M',モハE234-134,e235-445,2019/10/18,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,6,M,モハE235-134,e235-446,2019/10/18,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,7,T',サハE234-45,e235-447,2019/10/18,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,8,M',モハE234-133,e235-448,2019/10/18,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,9,M,モハE235-133,e235-449,2019/10/18,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,10,T,サハE235-4649,e231-4649,2019/10/18,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ45,11,Tc,クハE235-45,e235-450,2019/10/18,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,1,Tc',クハE234-46,e235-451,2019/11/06,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,2,M',モハE234-138,e235-452,2019/11/06,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,3,M,モハE235-138,e235-453,2019/11/06,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,4,T,サハE235-46,e235-454,2019/11/06,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,5,M',モハE234-137,e235-455,2019/11/06,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,6,M,モハE235-137,e235-456,2019/11/06,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,7,T',サハE234-46,e235-457,2019/11/06,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,8,M',モハE234-136,e235-458,2019/11/06,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,9,M,モハE235-136,e235-459,2019/11/06,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,10,T,サハE235-4650,e231-4650,2019/11/06,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ46,11,Tc,クハE235-46,e235-460,2019/11/06,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,1,Tc',クハE234-47,e235-461,2019/11/21,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,2,M',モハE234-141,e235-462,2019/11/21,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,3,M,モハE235-141,e235-463,2019/11/21,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,4,T,サハE235-47,e235-464,2019/11/21,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,5,M',モハE234-140,e235-465,2019/11/21,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,6,M,モハE235-140,e235-466,2019/11/21,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,7,T',サハE234-47,e235-467,2019/11/21,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,8,M',モハE234-139,e235-468,2019/11/21,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,9,M,モハE235-139,e235-469,2019/11/21,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,10,T,サハE235-4651,e231-4651,2019/11/21,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ47,11,Tc,クハE235-47,e235-470,2019/11/21,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,1,Tc',クハE234-48,e235-471,2019/12/10,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,2,M',モハE234-144,e235-472,2019/12/10,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,3,M,モハE235-144,e235-473,2019/12/10,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,4,T,サハE235-48,e235-474,2019/12/10,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,5,M',モハE234-143,e235-475,2019/12/10,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,6,M,モハE235-143,e235-476,2019/12/10,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,7,T',サハE234-48,e235-477,2019/12/10,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,8,M',モハE234-142,e235-478,2019/12/10,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,9,M,モハE235-142,e235-479,2019/12/10,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,10,T,サハE235-4652,e231-465系,2019/12/10,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ48,11,Tc,クハE235-48,e235-4852,2019/12/10,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,1,Tc',クハE234-49,e235-481,2019/12/27,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,2,M',モハE234-147,e235-482,2019/12/27,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,3,M,モハE235-147,e235-483,2019/12/27,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,4,T,サハE235-49,e235-484,2019/12/27,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,5,M',モハE234-146,e235-485,2019/12/27,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,6,M,モハE235-146,e235-486,2019/12/27,,e235jy,e235jy,e235jy-2,＜,>,m,,m,外回り,内回り,,,,,,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,7,T',サハE234-49,e235-487,2019/12/27,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,8,M',モハE234-145,e235-488,2019/12/27,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,9,M,モハE235-145,e235-489,2019/12/27,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,10,T,サハE235-4612,e231-4612,2019/12/27,,e235jy,e235jy,e235jy-3,,,t,,t,外回り,内回り,,,,,E235系に改造,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ49,11,Tc,クハE235-49,e235-490,2019/12/27,,e235jy,e235jy,e235jy-4,,,t,,t,外回り,内回り,,,,,,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ50,1,Tc',クハE234-50,e235-491,2020/01/21,,e235jy,e235jy,e235jy-1,,,t,,t,外回り,内回り,,,,,,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ50,2,M',モハE234-150,e235-492,2020/01/21,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ50,3,M,モハE235-150,e235-493,2020/01/21,,e235jy,e235jy,e235jy-2,＜,,m,,m,外回り,内回り,,,,,,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ50,4,T,サハE235-50,e235-494,2020/01/21,,e235jy,e235jy,e235jy-2,,,t,,t,外回り,内回り,,,,,,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E235系,0番台,ﾄｳ50,5,M',モハE234-149,e235-495,2020/01/21,,e235jy,e235jy,e235jy-2,,,m,,m,外回り,内回り,,,,,,,,5,,,,,,,,
