会社名,路線系統,所属基地,形式,番台,編成名,組成順,略号,車両番号,車両ID,始,終,見出しアイコン,編成アイコン,車体アイコン,pl,pr,bl,bc,br,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東海,名古屋エリア,神領車両区,313系,1500番台,B103,1,Tc',クハ312-6,313-1507,1999/03/24,2022/03/12,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1500番台,B103,2,M,モハ313-1503,313-1508,1999/03/24,2022/03/12,313-0,313-0,313-0-2,,,t,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1500番台,B103,3,Mc,クモハ313-1503,313-1509,1999/03/24,2022/03/12,313-0,313-0,313-0-3,＜,,m,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B104,1,Tc',クハ312-403,313-1601,2006/10/25,2022/03/06,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B104,2,M,モハ313-1601,313-1602,2006/10/25,2022/03/06,313-0,313-0,313-0-2,,,t,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B104,3,Mc,クモハ313-1601,313-1603,2006/10/25,2022/03/06,313-0,313-0,313-0-3,＜,,m,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B105,1,Tc',クハ312-404,313-1604,2006/10/25,2022/03/11,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B105,2,M,モハ313-1602,313-1605,2006/10/25,2022/03/11,313-0,313-0,313-0-2,,,t,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B105,3,Mc,クモハ313-1602,313-1606,2006/10/25,2022/03/11,313-0,313-0,313-0-3,＜,,m,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B106,1,Tc',クハ312-405,313-1607,2006/11/06,2022/03/03,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B106,2,M,モハ313-1603,313-1608,2006/11/06,2022/03/03,313-0,313-0,313-0-2,,,t,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B106,3,Mc,クモハ313-1603,313-1609,2006/11/06,2022/03/03,313-0,313-0,313-0-3,＜,,m,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B107,1,Tc',クハ312-406,313-1610,2006/11/06,2022/03/03,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B107,2,M,モハ313-1604,313-1611,2006/11/06,2022/03/03,313-0,313-0,313-0-2,,,t,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,1600番台,B107,3,Mc,クモハ313-1604,313-1612,2006/11/06,2022/03/03,313-0,313-0,313-0-3,＜,,m,,m,名古屋,亀山・中津川,,,◯,1500/1600番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J151,1,Tc',クハ312-4,313-1501,2022/03/12,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J151,2,M,モハ313-1501,313-1502,2022/03/12,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J151,3,Mc,クモハ313-1501,313-1503,2022/03/12,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J152,1,Tc',クハ312-5,313-1504,2022/03/12,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J152,2,M,モハ313-1502,313-1505,2022/03/12,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J152,3,Mc,クモハ313-1502,313-1506,2022/03/12,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J153,1,Tc',クハ312-6,313-1507,2022/03/12,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J153,2,M,モハ313-1503,313-1508,2022/03/12,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1500番台,J153,3,Mc,クモハ313-1503,313-1509,2022/03/12,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J161,1,Tc',クハ312-403,313-1601,2022/03/06,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J161,2,M,モハ313-1601,313-1602,2022/03/06,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J161,3,Mc,クモハ313-1601,313-1603,2022/03/06,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J162,1,Tc',クハ312-404,313-1604,2022/03/11,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J162,2,M,モハ313-1602,313-1605,2022/03/11,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J162,3,Mc,クモハ313-1602,313-1606,2022/03/11,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J163,1,Tc',クハ312-405,313-1607,2022/03/03,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J163,2,M,モハ313-1603,313-1608,2022/03/03,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J163,3,Mc,クモハ313-1603,313-1609,2022/03/03,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J164,1,Tc',クハ312-406,313-1610,2022/03/03,,313-0,313-0,313-0-1,,,t,,t,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J164,2,M,モハ313-1604,313-1611,2022/03/03,,313-0,313-0,313-0-2,,,t,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1600番台,J164,3,Mc,クモハ313-1604,313-1612,2022/03/03,,313-0,313-0,313-0-3,＜,,m,,m,米原,浜松,,,,1500/1600番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B151,1,Tc',クハ312-407,313-1701,2006/11/17,2022/03/06,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B151,2,M,モハ313-1701,313-1702,2006/11/17,2022/03/06,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B151,3,Mc,クモハ313-1701,313-1703,2006/11/17,2022/03/06,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B152,1,Tc',クハ312-408,313-1704,2006/11/17,2022/03/12,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B152,2,M,モハ313-1702,313-1705,2006/11/17,2022/03/12,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B152,3,Mc,クモハ313-1702,313-1706,2006/11/17,2022/03/12,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B153,1,Tc',クハ312-409,313-1707,2006/11/17,2022/03/12,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B153,2,M,モハ313-1703,313-1708,2006/11/17,2022/03/12,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,B153,3,Mc,クモハ313-1703,313-1709,2006/11/17,2022/03/12,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(神領),,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J171,1,Tc',クハ312-407,313-1701,2022/03/06,,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J171,2,M,モハ313-1701,313-1702,2022/03/06,,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J171,3,Mc,クモハ313-1701,313-1703,2022/03/06,,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J172,1,Tc',クハ312-408,313-1704,2022/03/12,,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J172,2,M,モハ313-1702,313-1705,2022/03/12,,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J172,3,Mc,クモハ313-1702,313-1706,2022/03/12,,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J173,1,Tc',クハ312-409,313-1707,2022/03/12,,313-0,313-0,313-0-1,,,t,,t,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J173,2,M,モハ313-1703,313-1708,2022/03/12,,313-0,313-0,313-0-2,,,t,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,0,,,,,,,,
JR東海,名古屋エリア,大垣車両区,313系,1700番台,J173,3,Mc,クモハ313-1703,313-1709,2022/03/12,,313-0,313-0,313-0-3,＜,＞,m,,m,上諏訪,豊橋・松本,,,,1700番台(大垣),大垣に転属,s3,,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B301,1,Tc',クハ312-3013,313-3025,1999/03/08,2007/04/03,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B301,2,Mc,クモハ313-3013,313-3026,1999/03/08,2007/04/03,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B302,1,Tc',クハ312-3014,313-3027,1999/03/08,2005/12/26,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B302,2,Mc,クモハ313-3014,313-3028,1999/03/08,2005/12/26,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B303,1,Tc',クハ312-3015,313-3029,1999/03/08,2007/01/19,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B303,2,Mc,クモハ313-3015,313-3030,1999/03/08,2007/01/19,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B304,1,Tc',クハ312-3016,313-3031,1999/03/08,2006/08/31,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B304,2,Mc,クモハ313-3016,313-3032,1999/03/08,2006/08/31,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B305,1,Tc',クハ312-3017,313-3033,1999/03/12,2007/02/06,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B305,2,Mc,クモハ313-3017,313-3034,1999/03/12,2007/02/06,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B306,1,Tc',クハ312-3018,313-3035,1999/03/12,2006/10/20,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B306,2,Mc,クモハ313-3018,313-3036,1999/03/12,2006/10/20,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B307,1,Tc',クハ312-3019,313-3037,1999/03/12,2006/08/16,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B307,2,Mc,クモハ313-3019,313-3038,1999/03/12,2006/08/16,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B308,1,Tc',クハ312-3020,313-3039,1999/03/12,2006/10/03,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B308,2,Mc,クモハ313-3020,313-3040,1999/03/12,2006/10/03,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B309,1,Tc',クハ312-3021,313-3041,1999/03/10,2006/01/18,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B309,2,Mc,クモハ313-3021,313-3042,1999/03/10,2006/01/18,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B310,1,Tc',クハ312-3022,313-3043,1999/03/10,2006/05/18,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B310,2,Mc,クモハ313-3022,313-3044,1999/03/10,2006/05/18,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B311,1,Tc',クハ312-3023,313-3045,1999/03/10,2006/06/29,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B311,2,Mc,クモハ313-3023,313-3046,1999/03/10,2006/06/29,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B312,1,Tc',クハ312-3024,313-3047,1999/03/10,2006/07/14,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B312,2,Mc,クモハ313-3024,313-3048,1999/03/10,2006/07/14,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B313,1,Tc',クハ312-3025,313-3049,1999/03/25,2006/03/01,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B313,2,Mc,クモハ313-3025,313-3050,1999/03/25,2006/03/01,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B314,1,Tc',クハ312-3026,313-3051,1999/03/25,2006/04/19,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B314,2,Mc,クモハ313-3026,313-3052,1999/03/25,2006/04/19,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B315,1,Tc',クハ312-3027,313-3053,1999/03/25,2006/07/28,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B315,2,Mc,クモハ313-3027,313-3054,1999/03/25,2006/07/28,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B316,1,Tc',クハ312-3028,313-3055,1999/03/25,2006/02/13,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B316,2,Mc,クモハ313-3028,313-3056,1999/03/25,2006/02/13,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台登場時(神領),,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B301,1,Tc',クハ312-3013,313-3025,2007/04/03,2011/08/15,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B301,2,Mc,クモハ313-3013,313-3026,2007/04/03,2011/08/15,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B302,1,Tc',クハ312-3014,313-3027,2005/12/26,2011/08/15,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B302,2,Mc,クモハ313-3014,313-3028,2005/12/26,2011/08/15,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B303,1,Tc',クハ312-3015,313-3029,2007/01/19,2012/01/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B303,2,Mc,クモハ313-3015,313-3030,2007/01/19,2012/01/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B304,1,Tc',クハ312-3016,313-3031,2006/08/31,2011/11/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B304,2,Mc,クモハ313-3016,313-3032,2006/08/31,2011/11/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B305,1,Tc',クハ312-3017,313-3033,2007/02/06,2011/10/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B305,2,Mc,クモハ313-3017,313-3034,2007/02/06,2011/10/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B306,1,Tc',クハ312-3018,313-3035,2006/10/20,2011/10/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B306,2,Mc,クモハ313-3018,313-3036,2006/10/20,2011/10/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B307,1,Tc',クハ312-3019,313-3037,2006/08/16,2012/02/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B307,2,Mc,クモハ313-3019,313-3038,2006/08/16,2012/02/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B308,1,Tc',クハ312-3020,313-3039,2006/10/03,2012/03/??,313-0,313-0,313-0-1,,,t,,t,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,名古屋エリア,神領車両区,313系,3000番台,B308,2,Mc,クモハ313-3020,313-3040,2006/10/03,2012/03/??,313-0,313-0,313-0-3,＜,＞,m,,m,名古屋,亀山・中津川,,,◯,3000番台パンタ増設後(神領),パンタ増設,"om,s1",,"0,c",,,,,,,,
